road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Rua das Olarias Coronel Camilo Cristófaro Martins,tertiary,4,2.0,40,0.75,0.25,1.0,1.0,0.0,0.0,0.25,29.0,Moderate,medium
Rua Andaraí,tertiary,5,2.0,50,0.8,0.0,1.0,0.6,0.0,0.0,0.0,28.9,Moderate,high
Rua Coronel Diogo,tertiary,12,1.8,41,0.67,0.92,0.5,0.67,0.0,0.0,0.58,28.9,Moderate,medium
Rua Ingaí,secondary,2,1.5,40,1.0,0.5,1.0,1.0,0.0,1.0,1.0,28.8,Moderate,low
Rua Xavantes,tertiary,6,2.0,38,0.83,0.67,1.0,0.67,0.0,0.0,0.0,28.8,Moderate,high
Rua Joaquim Carlos,tertiary,4,1.8,40,1.0,0.75,0.75,0.5,0.0,0.0,0.0,28.8,Moderate,high
Rua Parauapava,secondary,2,1.5,40,0.5,0.5,1.0,1.0,0.0,0.5,1.0,28.8,Moderate,low
Rua Conselheiro Cotegipe,tertiary,5,2.0,40,0.2,0.4,1.0,1.0,0.0,0.0,0.0,28.8,Moderate,high
Rua Almirante Mauriti,secondary,2,1.5,40,1.0,0.5,1.0,1.0,0.0,0.5,1.0,28.8,Moderate,low
Largo Padre Péricles,tertiary,6,1.3,40,1.0,0.67,1.0,0.5,0.0,0.33,1.0,28.7,Moderate,low
Rua Jornalista Aloysio Biondi,tertiary,3,1.7,40,1.0,0.67,1.0,0.33,0.0,0.0,0.0,28.7,Moderate,high
Rua Luís Gama,secondary,8,2.1,35,0.75,0.5,0.88,0.62,0.0,0.25,0.25,28.6,Moderate,medium
Rua Maria Daffré,tertiary,5,2.0,40,1.0,0.2,1.0,0.8,0.0,0.0,1.0,28.6,Moderate,medium
Rua Rio Bonito,tertiary,10,1.8,41,1.0,0.7,0.5,0.8,0.0,0.0,0.1,28.6,Moderate,medium
Rua Dom Lucas Obes,tertiary,10,2.4,40,1.0,0.4,0.6,0.9,0.0,0.0,0.5,28.6,Moderate,medium
Rua Juventus,secondary,12,1.8,42,0.67,0.25,1.0,0.67,0.0,0.08,1.0,28.5,Moderate,low
Rua Cubatão,tertiary,11,2.4,37,0.45,0.64,1.0,0.73,0.0,0.27,0.64,28.5,Moderate,low
Rua Marambaia,tertiary,4,1.8,42,1.0,0.75,1.0,0.5,0.0,0.25,0.5,28.5,Moderate,low
Rua Miguel Mentem,tertiary,2,2.0,50,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.5,Moderate,high
Rua Jaceguaí,residential,9,1.4,43,1.0,0.56,1.0,0.56,0.0,0.56,0.67,28.4,Moderate,low
Rua Assis,tertiary,3,1.7,50,1.0,0.33,1.0,0.0,0.0,0.0,0.0,28.2,Moderate,high
Rua Dona Santa Veloso,tertiary,4,2.0,40,1.0,0.75,1.0,0.5,0.0,0.0,0.0,28.2,Moderate,high
Rua Engenheiro Reynaldo Cajado,secondary,6,1.7,40,0.67,0.5,1.0,1.0,0.0,0.5,0.0,28.2,Moderate,medium
Rua Doutor Veiga Filho,tertiary,6,2.2,40,1.0,0.0,1.0,0.83,0.0,0.0,1.0,28.2,Moderate,medium
Alameda Eduardo Prado,secondary,8,1.9,42,0.88,0.12,0.62,0.75,0.0,0.12,1.0,28.1,Moderate,low
Rua Nestor Pestana,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,Moderate,high
Rua Joaquim Antunes,secondary,5,2.4,38,0.8,0.0,0.6,1.0,0.0,0.0,0.2,28.0,Moderate,medium
Rua Fernandes Vieira,tertiary,4,1.8,38,1.0,0.75,1.0,0.75,0.0,0.25,0.75,28.0,Moderate,medium
Rua José Wasth Rodrigues,tertiary,2,2.0,50,1.0,0.0,0.5,1.0,0.0,0.0,0.0,28.0,Moderate,high
Rua Joaquim Gustavo,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Benjamin Reis,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Vítor Hugo,tertiary,3,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,Moderate,high
Rua Ônix,tertiary,2,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua General Feliciano Falcão,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Alfredo Gagliotti,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Engenheiro Ranulfo Pinheiro Lima,tertiary,3,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,Moderate,high
Rua Mário Vicente,tertiary,6,2.0,40,1.0,1.0,0.0,0.67,0.0,0.0,1.0,28.0,Moderate,medium
Rua Samuel das Neves,tertiary,2,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Antônio Bento,tertiary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,Moderate,medium
Rua Doutor Ricardo Gonçalves,tertiary,2,2.0,40,1.0,0.5,1.0,0.0,0.0,0.0,0.0,28.0,Moderate,high
Rua Wanderlei,tertiary,11,1.8,38,0.91,0.55,1.0,0.73,0.0,0.18,1.0,27.7,Moderate,low
Rua Doutor Nicolau de Sousa Queirós,tertiary,12,1.8,40,0.83,0.58,1.0,0.17,0.0,0.0,1.0,27.7,Moderate,medium
Praça da Bandeira,tertiary,18,1.6,39,0.94,0.39,1.0,0.17,0.0,0.0,0.78,27.6,Moderate,medium
Rua Riskallah Jorge,tertiary,2,2.0,40,1.0,1.0,0.0,0.5,0.0,0.0,0.0,27.5,Moderate,high
Rua Alcântara,tertiary,10,2.0,46,0.3,0.0,1.0,0.8,0.0,0.0,0.1,27.5,Moderate,medium
Rua João Tobias,tertiary,6,2.2,37,0.83,0.67,1.0,0.5,0.0,0.33,0.83,27.5,Moderate,low
Rua General Fonseca Teles,tertiary,2,2.0,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.5,Moderate,high
Rua Venâncio Aires,tertiary,11,2.0,37,0.73,0.64,1.0,0.55,0.0,0.36,1.0,27.3,Moderate,low
Rua Joaquim Manuel de Macedo,tertiary,3,1.3,40,1.0,0.33,1.0,0.67,0.0,0.0,0.0,27.2,Moderate,high
Rua Bernardino Fanganiello,tertiary,5,1.8,40,0.2,0.8,0.6,0.6,0.0,0.0,1.0,27.2,Moderate,medium
Rua Ipanema,tertiary,4,1.8,38,1.0,0.75,1.0,0.5,0.0,0.25,1.0,27.2,Moderate,low
Rua Itapicuru,tertiary,5,1.8,40,1.0,0.2,1.0,0.6,0.0,0.0,1.0,27.2,Moderate,medium
Rua Argentina,tertiary,7,2.3,40,1.0,0.0,0.86,0.57,0.0,0.0,0.86,27.1,Moderate,medium
Rua do Oratório,tertiary,14,1.9,39,0.36,0.79,0.86,0.0,0.0,0.14,0.43,27.1,Moderate,medium
Rua Pires do Rio,tertiary,5,2.2,40,1.0,0.2,1.0,0.0,0.0,0.0,0.6,27.0,Moderate,medium
Praça Portugal,primary_link,1,1.0,40,1.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Rua Topázio,tertiary,11,2.1,38,0.0,1.0,0.64,0.36,0.0,0.0,1.0,27.0,Moderate,medium
Rua Doutor João Morais,tertiary,2,2.0,40,0.5,0.0,1.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Rua da Coroa,tertiary,5,1.8,40,0.4,0.6,0.6,0.8,0.0,0.0,0.2,27.0,Moderate,medium
Rua Julio Gonzales,tertiary,2,2.5,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,Moderate,medium
Avenida Lacerda Franco,tertiary,11,2.2,39,0.82,0.64,0.82,0.55,0.0,0.09,0.64,27.0,Moderate,low
Rua Brigadeiro Galvão,tertiary,3,1.7,37,1.0,0.67,1.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Praça Desembargador Mario Pires,secondary_link,1,1.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Rua Marcial,residential,2,3.0,30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Rua Relíquia,tertiary,2,2.0,40,0.0,1.0,0.0,1.0,0.0,0.0,1.0,27.0,Moderate,medium
Rua Bueno de Andrade,tertiary,7,2.1,36,0.57,1.0,0.57,0.71,0.0,0.14,1.0,26.9,Moderate,low
Rua Alagoas,residential,7,1.9,36,0.86,0.57,1.0,0.71,0.0,0.43,1.0,26.9,Moderate,low
Rua Oscar Freire,tertiary,13,2.2,40,1.0,0.0,0.85,0.54,0.0,0.0,0.31,26.8,Moderate,medium
Praça Ramos de Azevedo,tertiary,8,1.4,42,1.0,0.38,0.75,0.25,0.0,0.12,1.0,26.8,Moderate,low
Rua Cônego Vicente Miguel Marino,tertiary,2,2.0,45,0.5,0.5,1.0,1.0,0.0,0.0,0.0,26.8,Moderate,high
Rua Gaspar Fernandes,tertiary,5,2.0,40,0.2,0.6,0.6,0.6,0.0,0.6,1.0,26.8,Moderate,low
Viaduto Beneficência Portuguesa,tertiary,5,2.4,40,0.2,0.0,1.0,0.6,0.0,0.0,1.0,26.8,Moderate,medium
Rua Monsenhor Andrade,secondary,8,1.8,41,0.62,0.12,0.88,0.62,0.0,0.12,0.88,26.7,Moderate,low
Rua Itaqui,tertiary,3,2.0,40,1.0,0.33,0.33,1.0,0.0,0.0,0.0,26.7,Moderate,high
Rua Manoel Dutra,tertiary,5,2.6,38,0.8,0.2,1.0,0.8,0.0,0.2,0.8,26.6,Moderate,low
Rua Cachoeira,tertiary,13,2.1,40,0.54,0.54,0.92,0.77,0.0,0.0,0.08,26.5,Moderate,medium
Rua Conselheiro Dantas,tertiary,2,2.0,30,1.0,0.0,1.0,0.5,0.0,0.0,0.0,26.5,Moderate,high
Avenida Cassandoca,tertiary,11,2.2,40,0.73,0.09,0.82,0.55,0.0,0.0,0.45,26.5,Moderate,medium
Rua Artur Mota,tertiary,4,1.8,40,0.75,0.5,1.0,0.0,0.0,0.25,0.25,26.5,Moderate,low
Rua José Gomes Falcão,tertiary,5,2.2,44,0.4,0.0,0.8,0.6,0.0,0.0,0.0,26.4,Moderate,high
Rua Pedra Azul,tertiary,5,1.8,40,0.6,0.8,0.4,0.4,0.0,0.0,1.0,26.4,Moderate,medium
Alameda Gabriel Monteiro da Silva,tertiary,10,2.6,40,0.4,0.0,0.5,0.9,0.0,0.0,0.1,26.4,Moderate,medium
Largo São Bento,secondary,3,1.3,33,1.0,0.67,0.67,0.0,0.0,0.0,0.0,26.3,Moderate,high
Peca Nina Rodrigues,secondary,3,2.0,43,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.3,Moderate,medium
Rua Ulisses Cruz,tertiary,9,2.0,40,1.0,0.67,0.0,0.78,0.0,0.0,1.0,26.3,Moderate,medium
Rua 21 de Abril,tertiary,6,2.0,40,0.83,0.0,0.33,0.67,0.0,0.0,0.0,26.2,Moderate,high
Rua Veneza,tertiary,6,2.5,40,1.0,0.0,0.33,0.83,0.0,0.0,1.0,26.2,Moderate,medium
Rua Apeninos,tertiary,12,2.0,40,0.42,0.17,1.0,0.42,0.0,0.0,1.0,26.1,Moderate,medium
Rua Indaiá,tertiary,2,2.0,40,0.0,0.5,1.0,0.0,0.0,0.0,1.0,26.0,Moderate,medium
Rua Cavour,tertiary,2,1.5,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,Moderate,high
Rua Porto Seguro,tertiary,4,2.0,40,1.0,0.0,0.75,0.75,0.0,0.0,0.75,26.0,Moderate,medium
Rua Julio César da Silva,tertiary,1,2.0,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,Moderate,high
Rua Abegoária,tertiary,1,4.0,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,Moderate,medium
Praça Amadeu Amaral,tertiary,5,1.2,40,1.0,0.2,1.0,1.0,0.0,0.0,1.0,26.0,Moderate,medium
Rua Muniz de Souza,tertiary,12,1.9,40,0.58,0.42,0.58,0.5,0.0,0.0,1.0,25.8,Moderate,medium
Rua Toledo Barbosa,tertiary,13,1.8,35,0.85,0.38,1.0,0.38,0.0,0.0,0.08,25.8,Moderate,medium
Rua Major Otaviano,tertiary,5,1.8,36,0.8,0.8,0.4,0.8,0.0,0.6,0.6,25.8,Moderate,low
Rua João Adolfo,tertiary,3,1.7,40,1.0,0.0,1.0,0.67,0.0,0.0,1.0,25.7,Moderate,medium
Rua Iguatemi,residential,3,3.0,37,1.0,1.0,0.0,1.0,0.0,0.0,0.33,25.7,Moderate,medium
Rua Júlio de Castilhos,tertiary,5,1.6,36,0.8,0.6,1.0,1.0,0.0,0.2,1.0,25.6,Moderate,low
Rua Conselheiro Belisário,tertiary,2,2.0,40,1.0,0.0,0.5,1.0,0.0,0.0,0.0,25.5,Moderate,high
Avenida Alberto Byington,tertiary,1,2.0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.5,Moderate,high
Rua Sergipe,tertiary,10,2.3,38,0.9,0.3,1.0,0.6,0.0,0.0,0.4,25.4,Moderate,medium
Rua Paulo Bregaro,tertiary,12,1.6,37,0.42,0.92,1.0,0.75,0.0,0.42,0.83,25.3,Moderate,low
Rua Ouvidor Portugal,tertiary,6,1.7,47,0.33,0.33,0.67,0.33,0.0,0.5,0.17,25.3,Moderate,medium
Rua Maestro Chiaffarelli,tertiary,3,2.0,40,1.0,0.0,0.67,0.67,0.0,0.0,1.0,25.3,Moderate,medium
Rua Doutor Edgard Theotônio Santana,tertiary,8,1.2,40,0.75,0.62,1.0,0.0,0.0,0.0,0.0,25.2,Moderate,high
Rua Doutor João Inácio Teixeira,tertiary,6,2.2,40,1.0,0.5,0.0,0.5,0.0,0.0,1.0,25.2,Moderate,medium
Rua Caa-Açú,residential,3,2.0,37,0.33,0.33,1.0,0.67,0.0,0.0,1.0,25.2,Moderate,medium
Avenida Thomas Edison,tertiary,14,1.6,39,0.86,0.36,1.0,0.14,0.0,0.0,0.14,25.1,Moderate,medium
Rua Canindé,tertiary,10,1.7,43,0.8,0.0,1.0,0.5,0.0,0.3,0.2,25.1,Moderate,low
Rua Capitão Mor Jerônimo Leitão,tertiary,4,1.8,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Álvaro de Carvalho,tertiary,4,1.5,40,0.5,0.0,1.0,1.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Fidélis Papini,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Doutor João Alves de Lima,tertiary,4,2.0,38,0.25,0.0,1.0,0.5,0.0,0.0,0.5,25.0,Moderate,medium
Rua José de Alencar,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Mendes Gonçalves,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Tibiriçá,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Pasteur,tertiary,2,2.0,30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Alexandrino Pedroso,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Marechal Leitão de Carvalho,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Patriarca,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Jardim Ivone,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Bartira,tertiary,5,1.8,38,1.0,0.0,1.0,1.0,0.0,0.2,1.0,25.0,Moderate,low
Rua Coronel Melo de Oliveira,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Antônio Garcia,residential,2,2.5,30,0.5,1.0,1.0,1.0,0.0,0.5,1.0,25.0,Moderate,low
Rua Engenheiro Balém,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Glicério,tertiary,6,2.3,40,1.0,0.0,0.33,0.67,0.0,0.0,0.83,25.0,Moderate,medium
Praça Domingues de Almeida Júnior,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Quirino de Andrade,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Rua Galatea,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,Moderate,high
Rua Bela Cintra,residential,9,2.9,38,1.0,0.78,1.0,0.89,0.0,0.0,0.22,24.9,Moderate,medium
Rua Visconde de Parnaíba,tertiary,18,1.8,40,0.56,0.39,0.78,0.61,0.0,0.22,0.61,24.8,Moderate,low
Rua Mamoré,tertiary,2,2.5,40,0.5,0.0,1.0,1.0,0.0,0.5,0.5,24.8,Moderate,low
Praça Bento de Camargo Barros,secondary,6,1.8,43,0.83,0.33,0.5,0.33,0.0,0.33,0.0,24.7,Moderate,medium
Rua Almirante Brasil,residential,5,2.0,34,0.8,0.6,1.0,1.0,0.0,0.6,0.8,24.6,Moderate,low
Rua Artur de Azevedo,tertiary,17,2.2,39,0.71,0.0,0.88,0.82,0.0,0.0,0.18,24.6,Moderate,medium
Rua Professor Artur Ramos,tertiary,2,1.0,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.5,Moderate,high
Rua Monsenhor Anacleto,tertiary,2,1.5,40,1.0,0.0,1.0,0.5,0.0,0.0,0.0,24.5,Moderate,high
Rua Samaritá,tertiary,6,1.7,40,0.67,0.0,1.0,0.5,0.0,0.0,1.0,24.5,Moderate,medium
Rua Coronel Emídio Piedade,tertiary,4,2.0,40,0.25,0.0,0.75,0.75,0.0,0.0,0.5,24.5,Moderate,medium
Rua Abolição,tertiary,2,1.5,40,1.0,0.0,1.0,0.5,0.0,0.0,0.5,24.5,Moderate,medium
Rua Vitoantônio del Vecchio,tertiary,2,2.0,35,0.0,0.5,1.0,1.0,0.0,0.0,1.0,24.5,Moderate,medium
Rua Galileu Gaia,tertiary,2,2.0,50,0.5,0.5,0.0,0.0,0.0,0.0,0.0,24.5,Moderate,high
Rua Professora Maria José Barone Fernandes,tertiary,7,1.6,43,0.86,0.0,1.0,0.71,0.0,0.0,0.14,24.3,Moderate,medium
Rua Guaranésia,tertiary,7,1.7,44,0.71,0.0,1.0,0.71,0.0,0.29,0.0,24.3,Moderate,medium
Rua José Pinheiro Bezerra,tertiary,3,2.0,40,0.67,0.0,1.0,0.0,0.0,1.0,1.0,24.3,Moderate,low
Rua Vitória,tertiary,6,1.8,40,1.0,0.5,0.0,0.67,0.0,0.0,1.0,24.3,Moderate,medium
Rua Eugênio de Freitas,tertiary,2,2.0,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.2,Moderate,high
Rua Azurita,tertiary,2,2.0,45,0.0,0.0,1.0,0.0,0.0,0.5,0.0,24.2,Moderate,medium
Rua Henry Ford,tertiary,4,1.8,40,1.0,0.0,0.75,0.5,0.0,0.0,1.0,24.2,Moderate,medium
Rua General Mena Barreto,tertiary,5,2.0,40,0.0,0.0,1.0,0.4,0.0,0.0,1.0,24.2,Moderate,medium
Rua Cavalheiro Basílio Jafet,tertiary,4,2.0,40,1.0,0.5,1.0,0.5,0.0,0.5,0.0,24.0,Moderate,medium
Avenida Marechal Estênio Albuquerque Lima,residential,6,2.5,33,0.33,0.83,1.0,1.0,0.0,0.5,0.67,24.0,Moderate,low
Rua Doutor Homem de Mello,primary_link,2,1.0,35,1.0,0.5,1.0,0.5,0.0,0.5,1.0,24.0,Moderate,low
Rua Cananéia,tertiary,2,1.0,40,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,Moderate,medium
Rua Itamumbuca,residential,3,1.3,33,1.0,1.0,1.0,1.0,0.0,0.67,1.0,24.0,Moderate,low
Rua Orlando Monteiro,secondary_link,1,1.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,Moderate,medium
Alameda Nothmann,residential,14,1.7,34,1.0,1.0,0.57,0.86,0.0,0.21,1.0,24.0,Moderate,low
Rua Salvador Leme,tertiary,3,1.7,37,1.0,0.33,1.0,0.67,0.0,0.33,0.33,24.0,Moderate,low
Praça Fagundes Varela,primary_link,1,1.0,40,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,Moderate,medium
Rua Amadeu Cornado Marti,tertiary,1,2.0,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,Moderate,medium
Rua do Arouche,tertiary,2,1.0,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,Moderate,high
Praça Antônio Amandio Freire,tertiary,1,1.0,30,1.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,Moderate,high
Praça Fernando Costa,residential,3,2.3,37,0.67,0.67,1.0,0.33,0.0,0.0,0.33,24.0,Moderate,medium
Rua Robert Bosch,tertiary,8,1.2,44,0.75,0.25,1.0,0.0,0.0,0.0,0.0,23.9,Moderate,high
Rua Amália de Noronha,tertiary,7,1.7,40,0.57,0.29,0.57,0.43,0.0,0.0,1.0,23.9,Moderate,medium
Rua Maestro Elias Lobo,tertiary,5,2.0,40,0.8,0.0,0.6,0.4,0.0,0.0,1.0,23.8,Moderate,medium
Rua Francisco Cruz,residential,3,3.0,30,1.0,1.0,0.33,1.0,0.0,0.0,1.0,23.7,Moderate,medium
Rua Doutor Mário Vicente,tertiary,11,1.9,37,0.45,1.0,0.0,0.73,0.0,0.09,1.0,23.7,Moderate,low
Rua Itapeva,tertiary,3,2.0,40,0.33,0.0,1.0,0.0,0.0,0.33,0.67,23.7,Moderate,low
Rua Elói Cerqueira,tertiary,2,1.5,40,1.0,0.5,1.0,1.0,0.0,1.0,0.0,23.5,Moderate,medium
Rua Doutor Moisés Kahan,tertiary,6,1.7,40,0.33,0.33,0.83,0.0,0.0,0.0,0.0,23.5,Moderate,high
Rua Maria Prestes Maia,tertiary,5,1.4,38,0.8,0.4,1.0,0.0,0.0,0.4,1.0,23.5,Moderate,low
Rua Professor Milton Rodrigues,tertiary,8,1.4,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,23.5,Moderate,medium
Rua Apinajés,tertiary,8,2.0,39,0.25,0.0,0.75,0.75,0.0,0.0,0.88,23.4,Moderate,medium
Rua Pires da Mota,tertiary,8,1.8,36,0.75,0.62,0.62,0.62,0.0,0.25,1.0,23.4,Moderate,low
Praça da Luz,tertiary,6,1.8,40,1.0,0.33,0.0,0.33,0.0,0.0,1.0,23.3,Moderate,medium
Rua Canadá,residential,8,2.4,34,1.0,0.38,0.88,0.62,0.0,0.12,1.0,23.1,Moderate,low
Rua Professor Laerte Ramos de Carvalho,residential,6,1.3,50,1.0,0.0,1.0,0.5,0.0,0.67,0.0,23.0,Moderate,medium
Rua Bruxelas,residential,2,2.0,30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,Moderate,medium
Praça do Centenário de Vila Prudente,tertiary,3,1.0,40,1.0,0.33,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Ari Cajado,residential,1,2.0,30,0.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Azevedo Júnior,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Praça General Craveiro Lopes,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Rocha,tertiary,3,1.7,40,0.67,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Domingos da Fonseca,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Rua Cônego Januário,residential,3,2.0,30,0.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Francisco Justino de Azevedo,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Samurais,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Rua Goaquinés,tertiary,1,2.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,Moderate,medium
Rua Doutor Carvalho de Mendonça,residential,1,2.0,30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Bernardo Saião,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,Moderate,high
Rua Ferreira de Oliveira,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Rua Haddock Lobo,residential,6,2.5,40,1.0,0.67,1.0,1.0,0.0,0.0,0.0,23.0,Moderate,high
Rua Jamaica,tertiary,1,2.0,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,Moderate,high
Rua Marechal Bittencourt,tertiary,5,2.0,38,0.2,0.0,1.0,0.4,0.0,0.0,1.0,22.8,Moderate,medium
Rua dos Americanos,residential,5,1.6,40,0.8,0.4,1.0,1.0,0.0,0.4,0.2,22.7,Moderate,low
Rua São Joaquim,tertiary,5,1.0,40,0.6,0.0,1.0,0.8,0.0,0.0,0.4,22.6,Moderate,medium
Rua Doutor Guilherme Bannitz,primary_link,2,1.0,40,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.5,Moderate,medium
Praça Califórnia,tertiary,2,1.0,40,1.0,0.0,1.0,0.5,0.0,0.0,1.0,22.5,Moderate,medium
Rua João Antônio de Oliveira,residential,4,2.8,30,1.0,0.75,0.75,0.75,0.0,0.0,1.0,22.5,Moderate,medium
Rua Luís Taváres,tertiary,2,2.0,40,0.5,0.0,1.0,1.0,0.0,0.0,0.0,22.5,Moderate,high
Praça dos Industriários,secondary_link,2,1.5,35,1.0,0.5,0.5,1.0,0.0,0.0,1.0,22.5,Moderate,medium
Praça Júlio Mesquita,residential,5,1.6,36,0.6,0.8,0.0,1.0,0.0,0.6,1.0,22.5,Moderate,low
Rua Doutor Homem de Melo,residential,7,1.7,33,1.0,0.71,1.0,0.71,0.0,0.43,1.0,22.4,Moderate,low
Rua da Graça,residential,5,1.2,38,1.0,0.8,0.8,0.8,0.0,0.6,0.6,22.4,Moderate,low
Rua Rodrigues dos Santos,tertiary,8,1.6,39,0.62,0.0,1.0,0.25,0.0,0.0,0.38,22.4,Moderate,medium
Rua Doutor Carlos Botelho,tertiary,3,1.0,40,1.0,0.0,0.67,1.0,0.0,0.0,0.0,22.3,Moderate,high
Rua Francisco Bueno,tertiary,5,1.6,38,0.8,0.6,0.0,0.8,0.0,0.2,1.0,22.2,Moderate,low
Rua João Moura,tertiary,12,1.9,40,0.42,0.0,0.67,0.67,0.0,0.0,0.58,22.2,Moderate,medium
Alameda Barros,residential,5,1.6,34,0.8,0.4,1.0,1.0,0.0,0.4,1.0,22.2,Moderate,low
Rua Aureliano Coutinho,tertiary,3,1.7,37,1.0,0.0,1.0,0.67,0.0,0.33,1.0,22.0,Moderate,low
Largo Pátio do Colégio,residential,3,1.7,30,0.33,0.33,1.0,0.33,0.0,0.67,0.67,22.0,Moderate,low
Rua Aspásia,residential,1,3.0,30,1.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0,Moderate,medium
