road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Street 5,tertiary,5,2.0,40,1.0,0.0,1.0,0.8,0.0,0.0,1.0,27.4,Moderate,medium
Road No 29,secondary,2,1.5,40,0.5,0.5,1.0,0.5,0.0,1.0,1.0,27.2,Moderate,low
Road No 32A,tertiary,2,2.0,40,0.5,0.5,1.0,0.0,0.0,1.0,1.0,27.0,Moderate,low
Relief Road,tertiary,3,2.0,40,1.0,0.0,1.0,0.67,0.0,1.0,1.0,27.0,Moderate,low
Street 1,tertiary,8,2.0,40,0.5,0.38,1.0,0.25,0.0,1.0,1.0,27.0,Moderate,low
Lakhamsi Nappu Road,tertiary,3,2.0,40,1.0,0.0,1.0,0.67,0.0,1.0,1.0,27.0,Moderate,low
Bhagoji Balooji Keer Marg,tertiary,3,2.0,40,0.33,0.0,1.0,1.0,0.0,1.0,1.0,26.7,Moderate,low
Nathani Road,tertiary,13,1.9,39,0.92,0.38,0.92,0.31,0.0,1.0,1.0,26.7,Moderate,low
A.S. Gawde Marg,tertiary,6,2.0,40,0.33,0.33,1.0,0.33,0.0,1.0,1.0,26.7,Moderate,low
Avenue 5,tertiary,5,2.0,40,0.6,0.4,1.0,0.0,0.0,0.4,1.0,26.6,Moderate,low
Pereira Road,tertiary,2,2.0,40,0.5,1.0,0.0,0.5,0.0,1.0,1.0,26.5,Moderate,low
Mahatma Gandhi Road,tertiary,23,1.9,39,0.61,0.57,1.0,0.17,0.0,1.0,1.0,26.4,Moderate,low
Nanasaheb Dharmadhikari Marg,tertiary,7,2.0,40,0.43,0.29,1.0,0.29,0.0,1.0,1.0,26.4,Moderate,low
Ramdev Pir Road,tertiary,11,2.0,40,1.0,0.0,1.0,0.45,0.0,1.0,1.0,26.4,Moderate,low
Kapad Bazaar Road,tertiary,3,2.0,40,0.67,0.0,1.0,0.67,0.0,1.0,1.0,26.3,Moderate,low
Jugaldas Modi Marg,tertiary,3,2.0,40,0.67,0.0,1.0,0.67,0.0,1.0,1.0,26.3,Moderate,low
Bhandarkar Road,tertiary,6,2.0,40,1.0,0.0,1.0,0.33,0.0,1.0,1.0,26.0,Moderate,low
Road No 1,secondary,9,1.9,42,0.67,0.0,0.89,0.0,0.0,0.67,1.0,26.0,Moderate,low
Ramakrishna Mission Road,tertiary,1,2.0,40,0.0,0.0,1.0,1.0,0.0,1.0,1.0,26.0,Moderate,low
St Peter's Road,tertiary,1,2.0,40,0.0,0.0,1.0,1.0,0.0,1.0,1.0,26.0,Moderate,low
Premier Road,tertiary,1,2.0,40,0.0,0.0,1.0,1.0,0.0,1.0,1.0,26.0,Moderate,low
Vallabh Baug Lane,tertiary,4,2.0,40,0.25,0.75,0.0,1.0,0.0,1.0,1.0,26.0,Moderate,low
Kohinoor City Road,tertiary,3,2.0,40,1.0,0.0,1.0,0.33,0.0,1.0,1.0,26.0,Moderate,low
Maru Aai Mandir Road,tertiary,1,2.0,30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,Moderate,high
Lady Jehangir Road,tertiary,14,1.9,39,0.86,0.43,1.0,0.21,0.0,0.79,1.0,25.8,Moderate,low
Station Road,tertiary,16,1.7,38,0.56,0.62,1.0,0.31,0.0,1.0,1.0,25.8,Moderate,low
Byramji Jeejeebhoy Road,tertiary,7,2.0,40,0.71,0.29,0.71,0.29,0.0,1.0,1.0,25.6,Moderate,low
Manmala Tank Path,tertiary,2,2.0,40,0.5,0.0,1.0,0.5,0.0,1.0,1.0,25.5,Moderate,low
Waroda Road,tertiary,2,2.0,40,0.5,0.0,1.0,0.5,0.0,1.0,1.0,25.5,Moderate,low
Ranade Road,tertiary,11,2.0,40,0.27,0.09,0.82,0.73,0.0,1.0,1.0,25.4,Moderate,low
L J Marg,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Gabriel Road,tertiary,5,2.0,40,0.4,0.0,1.0,0.4,0.0,1.0,1.0,25.0,Moderate,low
Padmabai Thakkar Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
D S Babrekar Marg,tertiary,4,2.0,40,0.25,0.0,1.0,0.5,0.0,1.0,1.0,25.0,Moderate,low
Nehru Road,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Jarimari Road,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Bhiva Bapu Magre Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Khokhani Lane,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Chheda Nagar Service Road,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Nathalal Parekh Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Mumbai Marathi Granth Sangrahalaya Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Street 9,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
Sir Pochkhanwala Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
New Prabhadevi Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,Moderate,medium
STV Relief Road,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Ambedkar Chok,tertiary,2,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Old Prabhadevi Marg,tertiary,1,2.0,40,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,Moderate,low
Deonar Village Road,secondary,2,1.5,40,0.0,0.5,1.0,0.0,0.0,1.0,1.0,24.8,Moderate,low
Road No 19,secondary,4,1.5,40,0.0,0.5,1.0,0.0,0.0,1.0,1.0,24.8,Moderate,low
J K Sawant Marg,tertiary,2,2.0,40,0.0,0.0,1.0,0.5,0.0,1.0,1.0,24.5,Moderate,low
Hasanabad Road No 2,tertiary,2,2.0,40,0.0,0.0,1.0,0.5,0.0,1.0,1.0,24.5,Moderate,low
R. Raikar Marg,tertiary,3,2.0,40,0.67,0.0,1.0,0.0,0.0,1.0,1.0,24.3,Moderate,low
K N Gaiakwad Marg,tertiary,3,2.0,40,0.67,0.0,1.0,0.0,0.0,1.0,1.0,24.3,Moderate,low
St Vershaw Kakkaya Marg,tertiary,3,2.0,40,0.67,0.0,1.0,0.0,0.0,1.0,1.0,24.3,Moderate,low
S B Patil Road,tertiary,4,2.0,40,0.25,0.0,1.0,0.25,0.0,1.0,1.0,24.2,Moderate,low
Deonar Road,tertiary,5,1.2,38,0.4,0.8,1.0,0.2,0.0,0.2,1.0,24.2,Moderate,low
Mia Mohd Chhotani Road,tertiary,2,2.0,40,0.5,0.0,1.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Veer MakrandGhanekar Marg,tertiary,1,2.0,40,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Service Road; P V Avsare Marg,tertiary,1,2.0,40,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Milan Subway,tertiary,1,2.0,40,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Veer Makarand Ghnekar Marg,tertiary,1,2.0,40,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Mogul Lane,tertiary,2,2.0,40,0.5,0.0,1.0,0.0,0.0,1.0,1.0,24.0,Moderate,low
Janardan Patil Road,tertiary,1,1.0,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,Moderate,high
A H Wadia Marg,tertiary,5,2.0,40,0.0,0.0,0.8,0.6,0.0,1.0,1.0,23.8,Moderate,low
Lakhamasi Nappu Road,tertiary,5,2.0,36,0.4,0.0,1.0,0.0,0.0,1.0,0.6,23.8,Moderate,low
Dadasaheb Phalke Marg,tertiary,3,2.0,40,0.33,0.0,1.0,0.0,0.0,0.0,1.0,23.7,Moderate,medium
Bal Govind Das Road,tertiary,3,2.0,40,0.33,0.0,1.0,0.0,0.0,1.0,1.0,23.7,Moderate,low
Anik Wadala Link Road,tertiary,7,1.9,39,0.57,0.43,0.43,0.57,0.0,1.0,1.0,23.7,Moderate,low
Road No 24,tertiary,3,2.0,40,0.33,0.0,1.0,0.0,0.0,1.0,1.0,23.7,Moderate,low
Sharadbhau Acharya Marg,tertiary,3,2.0,40,0.33,0.0,1.0,0.0,0.0,1.0,1.0,23.7,Moderate,low
Service Road,tertiary,15,1.9,40,0.47,0.13,0.67,0.4,0.0,0.8,1.0,23.6,Moderate,low
Road No 32,tertiary,5,1.8,38,0.4,0.0,1.0,0.6,0.0,1.0,1.0,23.0,Moderate,low
Road No 18,tertiary,1,2.0,40,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,Moderate,low
Gulmohar Road,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
North Avenue,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Street 3: Lane 1,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Street 9: Lane 1,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Somaiya College Road,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Road No.10,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Shanta Jog Marg,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
C V Raman Road,tertiary,3,2.0,40,0.0,0.0,1.0,0.0,0.0,0.67,1.0,23.0,Moderate,low
Road No. 6,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Road No. 4,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Shanti Path,tertiary,3,2.0,40,0.0,0.0,1.0,0.0,0.0,0.67,1.0,23.0,Moderate,low
Ram Mandir Road,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Dr BR Ambedkar Road,tertiary,2,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
South Avenue,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,Moderate,medium
Jagat Vidya Marg,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
Professor V.S. Agashe Marg,tertiary,1,2.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,Moderate,low
S G Barve Marg,tertiary,4,2.0,40,0.25,0.5,0.25,0.0,0.0,1.0,1.0,22.8,Moderate,low
J K Bhasin Marg,tertiary,4,2.0,40,0.75,0.0,0.25,0.5,0.0,1.0,1.0,22.2,Moderate,low
Church Avenue,tertiary,4,2.0,40,0.75,0.0,0.5,0.0,0.0,1.0,1.0,22.0,Moderate,low
Sainath Mandir Road,tertiary,4,2.0,40,0.0,0.0,0.5,0.5,0.0,1.0,1.0,22.0,Moderate,low
Shraddhanand Road,tertiary,4,1.8,38,0.0,0.75,0.5,0.0,0.0,1.0,1.0,21.8,Moderate,low
Mahul Road,tertiary,10,2.0,40,0.4,0.1,0.4,0.1,0.0,1.0,1.0,21.7,Moderate,low
Road Number 7,tertiary,4,1.8,38,0.75,0.0,0.75,0.5,0.0,1.0,1.0,21.5,Moderate,low
Kanzul Iman Road,tertiary,10,2.0,40,0.7,0.0,1.0,0.0,0.0,0.1,1.0,20.6,Moderate,low
Dr. A P J Abdul Kalam Road,tertiary,2,2.0,40,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.5,Moderate,high
Avenue 5: Lane 3,unclassified,2,2.0,40,1.0,0.5,1.0,0.0,0.0,0.0,1.0,20.0,Low,medium
Ramakrishna Paramahansa Marg,tertiary,6,1.7,37,0.5,0.0,1.0,0.0,0.0,1.0,1.0,19.7,Low,low
N.M. Kale Marg,tertiary,7,1.6,36,0.29,0.0,1.0,0.57,0.0,1.0,1.0,19.4,Low,low
"K,W, Chitale Marg",residential,3,1.0,33,0.33,0.0,1.0,1.0,0.0,1.0,1.0,19.3,Low,low
Road No 7,tertiary,3,1.7,37,0.33,0.0,1.0,0.0,0.0,1.0,1.0,19.3,Low,low
Air India Road,tertiary,7,2.0,40,0.57,0.0,0.0,0.0,0.0,1.0,1.0,19.1,Low,low
Puranmal Singhani Road,residential,3,1.0,30,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,Low,low
Road No 6,tertiary,7,1.6,36,0.43,0.0,0.86,0.57,0.0,1.0,1.0,19.0,Low,low
St John Baptist Road,residential,1,1.0,30,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,Low,low
3rd Cross Road,residential,2,1.0,30,0.5,1.0,1.0,1.0,0.0,1.0,1.0,19.0,Low,low
Union Park Road,residential,1,1.0,30,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,Low,low
Vidyalankar Marg,residential,4,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,Low,low
Navroji Lane,tertiary,5,1.6,36,0.2,0.0,1.0,0.2,0.0,1.0,1.0,18.8,Low,low
Road No 8,residential,9,1.6,33,0.44,0.33,1.0,0.33,0.0,0.78,1.0,18.7,Low,low
Kamgar Nagar Road,tertiary,3,1.7,37,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.7,Low,low
Sir Bhalchandra Road,tertiary,5,1.6,36,0.6,0.0,1.0,0.0,0.0,1.0,1.0,18.6,Low,low
Guru Narayan Marg,tertiary,6,1.7,37,0.67,0.0,0.33,0.5,0.0,1.0,1.0,18.2,Low,low
lal dongar road,residential,1,3.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,Low,high
Cama Lane,residential,7,1.4,34,0.86,0.0,1.0,0.57,0.0,1.0,1.0,17.9,Low,low
7th Road,residential,5,1.4,34,0.4,0.0,1.0,0.6,0.0,1.0,1.0,17.8,Low,low
Prakash Thorat Marg,residential,8,1.2,36,0.0,0.12,1.0,0.12,0.0,1.0,1.0,17.8,Low,low
Dada Rege Marg,residential,2,1.0,30,1.0,1.0,1.0,0.5,0.0,1.0,1.0,17.5,Low,low
Scheme 57 Road no.32,residential,3,1.0,30,0.67,1.0,1.0,0.33,0.0,1.0,1.0,17.0,Low,low
Sherly Rajan Road,residential,1,2.0,30,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,Low,medium
Graffiti Lane,residential,2,2.0,30,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,Low,medium
33rd Road,tertiary,2,1.5,35,0.5,0.0,1.0,0.0,0.0,1.0,1.0,16.5,Low,low
Nath Pai Nagar,tertiary,2,1.5,35,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.5,Low,low
Postal Colony Road,residential,3,1.3,33,0.0,0.0,1.0,0.67,0.0,1.0,1.0,16.3,Low,low
N Patkar Marg,tertiary,4,1.8,38,0.0,0.25,0.0,0.0,0.0,1.0,1.0,16.2,Low,low
Hormusji Adenwala Road,residential,2,1.0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,Low,low
Lt Dilip Gupte Marg,residential,2,1.0,30,0.0,0.5,1.0,1.0,0.0,1.0,1.0,16.0,Low,low
M D Abasaheb Shinde Marg,residential,2,1.0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,Low,low
Nathalal M Parekh Marg,residential,1,1.0,30,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,Low,low
Bhaudaji Road Extension,residential,4,1.0,30,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,Low,low
Bhau Daji Road,residential,1,1.0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,Low,low
Jam-e-Jamshed Road,residential,3,2.0,30,0.0,0.0,1.0,0.67,0.0,0.0,0.0,16.0,Low,high
Major R Parameswaran Road,residential,4,1.0,30,0.5,0.5,1.0,1.0,0.0,1.0,1.0,16.0,Low,low
Shayir Kishan Kharat Road,residential,2,1.0,30,0.0,0.5,1.0,1.0,0.0,1.0,1.0,16.0,Low,low
Masrani Lane,tertiary,2,1.5,35,0.0,0.0,0.5,0.5,0.0,1.0,1.0,15.5,Low,low
Mancherji Joshi Road,residential,7,1.0,30,0.71,0.71,1.0,0.29,0.0,1.0,1.0,15.1,Low,low
Private Road,residential,3,2.0,30,0.0,0.0,1.0,0.33,0.0,0.0,1.0,15.0,Low,medium
Dhruvraj Singh Road,residential,3,1.0,30,0.0,0.33,1.0,1.0,0.0,1.0,1.0,15.0,Low,low
Pali Mala Road,residential,7,1.9,30,0.14,0.0,0.86,0.71,0.0,0.14,1.0,14.9,Low,low
4th Road,residential,4,1.2,32,0.25,0.0,1.0,0.5,0.0,1.0,1.0,14.8,Low,low
Samadhan Road,residential,5,1.0,30,0.2,0.8,0.6,0.6,0.0,1.0,1.0,14.6,Low,low
Jame Jamshed Road,residential,4,1.0,30,0.75,0.75,1.0,0.0,0.0,1.0,1.0,14.5,Low,low
Road No 5,residential,4,1.0,30,0.25,0.5,1.0,0.5,0.0,0.75,1.0,14.5,Low,low
N P Thakkar Road,tertiary,2,1.5,35,0.0,0.5,0.0,0.0,0.0,1.0,1.0,14.5,Low,low
Padmabhushan Jagjit Singh Chowk,residential,2,1.0,30,0.0,0.5,1.0,0.5,0.0,1.0,1.0,14.5,Low,low
Road No 2,residential,5,1.2,32,0.2,0.2,1.0,0.2,0.0,1.0,1.0,14.4,Low,low
Sant Dnyaneshwar Marg,residential,3,1.3,33,0.33,0.0,1.0,0.0,0.0,1.0,1.0,14.3,Low,low
Jam-e-Jamshed Lane,residential,1,2.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,Low,high
26th Road (Sumatilal Manilal Shah Marg),residential,1,2.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,Low,medium
S Chatterji Marg (East Avenue),residential,1,2.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,Low,medium
Rebello Road,residential,3,1.0,30,0.0,0.33,1.0,0.67,0.0,1.0,1.0,14.0,Low,low
Road 2,residential,8,1.4,34,0.12,0.0,0.62,0.25,0.0,1.0,1.0,14.0,Low,low
Hindustan Petroleum Road,residential,2,1.0,30,0.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,Low,low
St. Dhyneshwar marg,residential,1,2.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,Low,high
R B Anant Desai Marg,residential,1,2.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,Low,medium
Pandurang Naik Marg,residential,4,1.0,30,0.5,0.25,1.0,0.75,0.0,1.0,1.0,13.8,Low,low
Kherwadi Road,residential,3,1.3,33,0.0,0.0,0.67,0.33,0.0,1.0,1.0,13.7,Low,low
Sindhi Society Road Number 1,residential,2,1.0,30,0.0,0.5,0.5,1.0,0.0,1.0,1.0,13.5,Low,low
Road No 25,residential,2,1.5,30,0.0,0.0,1.0,0.5,0.0,0.5,1.0,13.5,Low,low
V R C Bhide Marg,residential,3,1.3,30,0.0,0.0,1.0,0.67,0.0,0.67,1.0,13.3,Low,low
1st Road,residential,6,1.2,32,0.0,0.17,0.83,0.33,0.0,1.0,1.0,13.3,Low,low
13th Road,residential,3,1.3,30,0.0,0.0,1.0,0.67,0.0,0.67,1.0,13.3,Low,low
P Balu Marg,residential,6,1.2,32,0.0,0.0,1.0,0.33,0.0,1.0,1.0,13.2,Low,low
Jethalal Parekh Road,residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Scheme 57 Road no.14A,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Chidambaram Marg,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Dinshaw Master Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Rajaram Keshav Vaidya Marg,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Bhimani Street,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Laxmi Narayan Lane,residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Bhagwandas Narottamdas Marg,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Shivaji Park Road no.2,residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Church Road,residential,2,1.0,30,0.0,0.5,1.0,0.0,0.0,1.0,1.0,13.0,Low,low
Jay Prakash Road,tertiary,2,1.5,35,0.0,0.0,0.0,0.5,0.0,0.5,1.0,13.0,Low,low
Saibaba Road,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
B C Chatterjee Marg (Main Avenue),residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
12th Road,residential,4,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Dattatray Road,residential,2,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Ahinsa Marg,residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Talmaki Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
St Roque Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Bazar Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
D. P. Marg,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
St. Andrews Road,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
D'monte Street,residential,1,1.0,20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,Low,high
N Dayabhai Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
29th Road,residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Boran Road,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Dr KS Hedgewar Road (30th Road),residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
32nd Road,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
New Kantwadi Road,residential,4,1.0,30,0.5,0.0,1.0,1.0,0.0,0.5,1.0,13.0,Low,low
Siddharth Nagar Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
16th Cross Road,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
17th Road,residential,3,1.0,30,0.67,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Avenue 3: Lane 4,unclassified,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,Low,low
Hotel Trident Road,unclassified,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,Low,low
Jain Mandir Road,residential,1,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
TEC Niwas Sthan Road,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
V B Worlikar Marg,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Dr. Peter Dias Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Sunshine Lane,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
PV Marg,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Upashray Lane,residential,2,1.0,30,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
A S Gaya Cross Road 1,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
5th Road,residential,5,1.0,30,0.2,0.2,1.0,0.6,0.0,1.0,1.0,13.0,Low,low
St. Anne's Lane,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,Low,medium
Sainath Nagar Marg,residential,2,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Auxilium Convent Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,Low,medium
24th Road (St. Theresa's Road),residential,2,1.0,30,0.5,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Kolivery Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Laxman Umaji Gadkari Marg,unclassified,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,Low,low
St. Andrew Road,residential,1,1.0,30,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,Low,low
Kadeshwari Mandir Marg,residential,3,1.7,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.7,Low,high
Khareghat Road,residential,7,1.0,30,0.43,0.29,1.0,0.29,0.0,1.0,1.0,12.6,Low,low
Telang Road,residential,5,1.0,30,0.2,0.0,1.0,0.8,0.0,1.0,1.0,12.4,Low,low
Shradhanand Road,residential,4,1.0,30,0.0,0.0,1.0,0.75,0.0,1.0,1.0,12.2,Low,low
Lt Prakash Kotnis Path,residential,4,1.0,30,0.25,0.0,1.0,0.75,0.0,1.0,1.0,12.2,Low,low
Padmashree Mohammed Rafi Marg (16th Road),residential,7,1.0,30,0.57,0.0,1.0,0.71,0.0,1.0,1.0,12.1,Low,low
Deodhar Road,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
U Bhat Marg,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
8th Road,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
Podar Road,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
15th Road,residential,6,1.0,30,0.5,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
Almeida Park Road,residential,3,1.0,30,1.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
St. Andrews Road Extension,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,0.0,1.0,12.0,Low,medium
Subhash Nagar Road,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
Road No. 5,residential,2,1.5,25,0.0,0.0,1.0,0.0,0.0,0.5,0.5,12.0,Low,low
Principal Mandalecha Marg,residential,3,1.0,30,0.0,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
36th Road,residential,3,1.0,30,0.33,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
